,z,r
0,0.0,0.0
1,0.0008507711380374564,0.0005255363647574217
2,0.0017015422548254066,0.0010510727639148803
3,0.0025523133291233267,0.0015766092318578403
4,0.003403084339700505,0.00210214580295588
5,0.004253855265336028,0.0026276825115626808
6,0.0051046260848187815,0.0031532193920160304
7,0.005955396776947437,0.0036787564786378204
8,0.006806167320530457,0.004204293805734039
9,0.007656937694386085,0.004729831407594781
10,0.008507707877342341,0.005255369318494233
11,0.009358477848237018,0.00578090757269068
12,0.010209247585917677,0.006306446204426503
13,0.011060017069241644,0.006831985247928173
14,0.011910786277075997,0.007357524737406253
15,0.012761555188297576,0.007883064707055396
16,0.01361232378179297,0.008408605191054342
17,0.014463092036458503,0.008934146223565918
18,0.015313859931200251,0.009459687838737034
19,0.016164627444934014,0.009985230070698679
20,0.017015394556585337,0.010510772953565931
21,0.017866161245089485,0.011036316521437942
22,0.01871692748939143,0.011561860808397943
23,0.01956769326844589,0.012087405848513243
24,0.020418458561217278,0.012612951675835224
25,0.021269223346679716,0.01313849832439934
26,0.022119987603817032,0.013664045828225115
27,0.02297075131162275,0.014189594221316146
28,0.0238215144491001,0.014715143537660099
29,0.02467227699526199,0.015240693811228698
30,0.025523038929131013,0.01576624507597774
31,0.026373800229739456,0.01629179736584708
32,0.027224560876129268,0.016817350714760638
33,0.028075320847352078,0.01734290515662639
34,0.02892608012246918,0.01786846072533637
35,0.029776838680551535,0.018394017454766678
36,0.030627596500679755,0.01891957537877745
37,0.0314783535619441,0.01944513453121289
38,0.03232910984344452,0.01997069494590125
39,0.03317986532429055,0.020496256656654836
40,0.034030619983601414,0.021021819697269992
41,0.034881373800505946,0.021547384101527116
42,0.035732126754142626,0.022072949903190656
43,0.036582878823659556,0.022598517136009084
44,0.03743362998821445,0.023124085833714936
45,0.03828438022697467,0.023649656030024783
46,0.03913512951911716,0.024175227758639225
47,0.039985877843828496,0.024700801053242905
48,0.04083662518030484,0.025226375947504508
49,0.04168737150775199,0.025751952475076743
50,0.04253811680538529,0.02627753066959635
51,0.043388861052429714,0.026803110564684117
52,0.04423960422811982,0.02732869219394484
53,0.04509034631169974,0.027854275590967356
54,0.04594108728242319,0.02837986078932453
55,0.04679182711955345,0.028905447822573233
56,0.047642565802363396,0.02943103672425438
57,0.04849330331013544,0.029956627527892903
58,0.04934403962216158,0.030482220266997734
59,0.05019477471774335,0.03100781497506186
60,0.05104550857619186,0.03153341168556224
61,0.05189624117682777,0.0320590104319599
62,0.05274697249898125,0.03258461124769983
63,0.053597702521992044,0.033110214166211065
