,z,r
0,0.0,0.0
1,6.985601749397722e-05,0.00199877966189867
2,0.00013971244593639708,0.003997559309434682
3,0.00020956969627632127,0.005996338928245751
4,0.00027942817946342103,0.007995118503968774
5,0.0003492883064479611,0.009993898022239529
6,0.00041915048818079963,0.011992677468692694
7,0.0004890151356133886,0.013991456828961829
8,0.0005588826596966562,0.015990236088659578
9,0.0006287534713549751,0.017989015232918133
10,0.0006986279815339231,0.01998779424724022
11,0.0007685066011932152,0.02198657311736746
12,0.000838389741292678,0.023985351829030416
13,0.0009082778127922487,0.02598413036794857
14,0.0009781712266519762,0.027982908719830335
15,0.0010480703938320203,0.029981686870373052
16,0.0011179757252926521,0.03198046480526301
17,0.0011878876319942546,0.0339792425101754
18,0.0012578065248973207,0.03597801997077438
19,0.0013277328149624548,0.03797679717271299
20,0.001397666913150374,0.03997557410163324
21,0.001467609230421905,0.041974350743166064
22,0.001537560177737986,0.0439731270829313
23,0.0016075201660596672,0.04597190310653776
24,0.0016774896063481092,0.047970678799583145
25,0.0017474689095645837,0.04996945414765411
26,0.0018174584866704748,0.05196822913632622
27,0.001887458748627275,0.05396700375116398
28,0.0019574701063965927,0.05596577797772086
29,0.0020274929709401426,0.05796455180153919
30,0.002097527753219755,0.0599633252081503
31,0.0021675748641973667,0.061962098183074396
32,0.00223763471483503,0.06396087071182066
33,0.0023077077160949064,0.06595964277988717
34,0.002377794278939268,0.06795841437276091
35,0.0024478948143305,0.0699571854759179
36,0.0025180097332310977,0.07195595607482297
37,0.002588139446603666,0.0739547261549299
38,0.0026582843654109254,0.07595349570168153
39,0.0027284449006157027,0.07795226470050945
40,0.002798621463180939,0.07995103313683428
41,0.0028688144640696867,0.08194980099606557
42,0.0029390243142451075,0.08394856826360174
43,0.0030092514246704742,0.08594733492483023
44,0.003079496206309173,0.08794610096512731
45,0.003149759070124701,0.08994486636985825
46,0.0032200404270806638,0.0919436311243773
47,0.003290340688140782,0.09394239521402746
48,0.003360660264268884,0.09594115862414083
49,0.003430999566428911,0.0979399213400384
50,0.003501359005584917,0.09993868334703002
51,0.0035717389927010642,0.10193744463041458
52,0.003642139938741627,0.1039362051754798
53,0.0037125622546709926,0.10593496496750238
54,0.003783006351453657,0.10793372399174793
55,0.00385347264005423,0.10993248223347105
56,0.003923961531437429,0.11193123967791521
57,0.0039944734365680865,0.11392999631031281
58,0.004065008766411146,0.11592875211588517
59,0.004135567931931657,0.1179275070798426
60,0.0042061513440947865,0.11992626118738428
61,0.0042767594138658094,0.1219250144236984
62,0.004347392552210113,0.12392376677396191
63,0.004418051170093196,0.12592251822334094
64,0.004488735678480665,0.12792126875699034
65,0.004559446488338244,0.129920018360054
66,0.004630184010631762,0.13191876701766464
67,0.0047009486563271636,0.13391751471494404
68,0.004771740836390501,0.13591626143700283
69,0.004842560961787943,0.13791500716894056
70,0.0049134094434857625,0.1399137518958458
71,0.004984286692450349,0.1419124956027959
72,0.005055193119648202,0.1439112382748573
73,0.005126129136045929,0.1459099798970852
74,0.005197095152610254,0.14790872045452397
75,0.005268091580308012,0.14990745993220667
76,0.005339118830106141,0.1519061983151554
77,0.0054101773129717,0.15390493558838125
78,0.005481267439871855,0.15590367173688402
79,0.005552389609279549,0.1579024066318042
80,0.005623544167769093,0.15990113967135364
81,0.005694731518355942,0.16189987076799572
82,0.0057659520734088315,0.16389859991939007
83,0.005837206245287667,0.16589732712308589
84,0.005908494446343523,0.167896052376522
85,0.005979817088918648,0.16989477567702685
86,0.006051174585346457,0.17189349702181853
87,0.006122567347951539,0.17389221640800465
88,0.006193995789049648,0.1758909338325825
89,0.006265460320947718,0.177889649292439
90,0.006336961355943843,0.17988836278435064
91,0.006408499306327294,0.18188707430498352
92,0.006480074584378509,0.1838857838508933
93,0.006551687602369099,0.1858844914185254
94,0.006623338772561843,0.18788319700421469
95,0.006695028507210692,0.18988190060418572
96,0.0067667572185607676,0.19188060221455266
97,0.006838525318848361,0.19387930183131927
98,0.006910333220300933,0.19587799945037895
99,0.006982181335137117,0.19787669506751465
100,0.007054070075566716,0.199875388678399
101,0.007125999853790702,0.20187408027859416
102,0.007197971082001221,0.203872769863552
103,0.007269984172381583,0.2058714574286139
104,0.007342039537106276,0.20787014296901093
105,0.007414137588340952,0.2098688264798637
106,0.007486278738242438,0.2118675079561825
107,0.00755846339895873,0.21386618739286722
108,0.007630691982628993,0.2158648647847073
109,0.007702964901383565,0.21786354012638182
110,0.007775282567343951,0.21986221341245948
111,0.007847645392622829,0.22186088463739861
112,0.007920053789324047,0.22385955379554712
113,0.007992508169542622,0.2258582208811425
114,0.008065008945364747,0.22785688588831193
115,0.008137556528867775,0.22985554881107217
116,0.008210151332120238,0.23185420964332953
117,0.008282793767181837,0.23385286837888003
118,0.008355484246103441,0.2358515250114092
119,0.008428223180927091,0.23785017953449225
120,0.008501010983685997,0.23984883194159395
121,0.008573848066404545,0.24184748222606875
122,0.008646734841098283,0.24384613038116065
123,0.008719671719773933,0.2458447764000033
124,0.008792659114429389,0.24784342027561992
125,0.008865697437053715,0.24984206200092335
126,0.008938787099627143,0.2518407015687161
127,0.00901192851412108,0.2538393389716901
128,0.009085122092498097,0.2558379742024272
129,0.009158368246711941,0.2578366072533985
130,0.009231667388707525,0.2598352381169652
131,0.00930501993042094,0.2618338667853775
132,0.009378426283779436,0.2638324932507756
133,0.009451886860701444,0.2658311175051894
134,0.009525402073096557,0.267829739540538
135,0.009598972332865547,0.2698283593486305
136,0.00967259805190035,0.2718269769211654
137,0.009746279642084073,0.2738255922497309
138,0.009820017515290996,0.27582420532580476
139,0.009893812083386567,0.2778228161407544
140,0.009967663758227408,0.27982142468583676
141,0.010041572951661307,0.28182003095219854
142,0.010115540075527226,0.2838186349308759
143,0.010189565541655293,0.2858172366127946
144,0.010263649761866809,0.28781583598877025
145,0.010337793147974249,0.2898144330495077
146,0.010411996111781254,0.2918130277856018
147,0.010486259065082638,0.2938116201875367
148,0.010560582419664382,0.2958102102456863
149,0.010634966587303637,0.29780879795031423
150,0.01070941197976873,0.2998073832915734
151,0.010783919008819157,0.3018059662595066
152,0.010858488086205577,0.3038045468440461
153,0.01093311962366983,0.30580312503501395
154,0.011007814032944919,0.30780170082212155
155,0.011082571725755018,0.3098002741949702
156,0.01115739311381548,0.31179884514305056
157,0.011232278608832816,0.313797413655743
158,0.011307228622504713,0.31579597972231743
159,0.011382243566520032,0.3177945433319337
160,0.0114573238525588,0.31979310447364073
161,0.011532469892292212,0.32179166313637747
162,0.01160768209738264,0.32379021930897234
163,0.011682960879483624,0.32578877298014336
164,0.011758306650239872,0.32778732413849815
165,0.011833719821287262,0.32978587277253396
166,0.01190920080425285,0.33178441887063775
167,0.011984750010754854,0.33378296242108585
168,0.012060367852402663,0.3357815034120444
169,0.012136054740796844,0.3377800418315692
170,0.012211811087529122,0.3397785776676052
171,0.012287637304182409,0.3417771109079878
172,0.012363533802330767,0.34377564154044116
173,0.012439500993539448,0.34577416955257967
174,0.012515539289364865,0.3477726949319068
175,0.012591649101354598,0.34977121766581615
176,0.012667830841047403,0.3517697377415905
177,0.012744084919973208,0.35376825514640253
178,0.012820411749653109,0.3557667698673144
179,0.01289681174159937,0.35776528189127793
180,0.012973285307315428,0.35976379120513446
