,s,rp
408,0.8160000000000001,0.8159742587111913
409,0.8180000000000001,0.8179739417108285
410,0.8200000000000001,0.819973621595127
411,0.8220000000000001,0.8219732983412231
412,0.8240000000000001,0.8239729719261234
413,0.8260000000000001,0.8259726423266385
414,0.8280000000000001,0.8279723095195628
415,0.8300000000000001,0.8299719734815741
416,0.8320000000000001,0.8319716341891428
417,0.834,0.8339712916187171
418,0.836,0.8359709457466432
419,0.838,0.83797059654905
420,0.84,0.8399702440020363
421,0.842,0.8419698880816148
422,0.844,0.8439695287635693
423,0.846,0.8459691660236494
424,0.848,0.8479687998375277
425,0.85,0.8499684301806446
426,0.852,0.8519680570283953
427,0.854,0.8539676803561115
428,0.856,0.8559673001388871
429,0.858,0.857966916351761
430,0.86,0.8599665289697194
431,0.862,0.8619661379675096
432,0.864,0.8639657433198114
433,0.866,0.8659653450012615
434,0.868,0.8679649429862597
435,0.87,0.8699645372491247
436,0.872,0.8719641277641399
437,0.874,0.8739637145053558
438,0.876,0.875963297446727
439,0.878,0.8779628765621805
440,0.88,0.8799624518254168
441,0.882,0.8819620232100245
442,0.884,0.8839615906895696
443,0.886,0.8859611542374016
444,0.888,0.8879607138267402
445,0.89,0.8899602694307873
446,0.892,0.8919598210225391
447,0.894,0.8939593685748445
448,0.896,0.8959589120605382
449,0.898,0.8979584514522617
450,0.9,0.8999579867224908
451,0.902,0.9019575178436897
452,0.904,0.9039570447881418
453,0.906,0.9059565675279492
454,0.908,0.9079560860352025
455,0.91,0.9099556002818243
456,0.912,0.9119551102395416
457,0.914,0.913954615880067
458,0.916,0.9159541171749609
459,0.918,0.917953614095573
460,0.92,0.9199531066132351
461,0.922,0.9219525946991435
462,0.924,0.9239520783242682
463,0.926,0.9259515574595572
464,0.928,0.9279510320758391
465,0.93,0.9299505021437039
466,0.932,0.9319499676337125
467,0.934,0.9339494285163225
468,0.936,0.9359488847617424
469,0.9380000000000001,0.937948336340144
470,0.9400000000000001,0.9399477832216109
471,0.9420000000000001,0.941947225375968
472,0.9440000000000001,0.9439466627729959
473,0.9460000000000001,0.9459460953823988
474,0.9480000000000001,0.9479455231736191
475,0.9500000000000001,0.9499449461160421
476,0.9520000000000001,0.9519443641789904
477,0.9540000000000001,0.953943777331522
478,0.9560000000000001,0.9559431855426245
479,0.9580000000000001,0.9579425887812346
480,0.96,0.9599419870160252
481,0.962,0.9619413802155843
482,0.964,0.9639407683484583
483,0.966,0.9659401513829345
484,0.968,0.967939529287198
485,0.97,0.9699389020294017
486,0.972,0.9719382695774458
487,0.974,0.9739376318991105
488,0.976,0.9759369889621508
489,0.978,0.9779363407340786
490,0.98,0.9799356871822679
491,0.982,0.981935028274072
492,0.984,0.9839343639766123
493,0.986,0.9859336942568547
494,0.988,0.9879330190817472
495,0.99,0.9899323384180188
496,0.992,0.9919316522322249
497,0.994,0.9939309604909048
498,0.996,0.9959302631603951
499,0.998,0.9979295602068372
500,1.0,0.999928851596359
501,1.002,1.0019281372949007
502,1.004,1.0039274172681893
503,1.006,1.0059266914819387
504,1.008,1.007925959901689
505,1.01,1.0099252224927524
506,1.012,1.0119244792204232
507,1.014,1.013923730049842
508,1.016,1.0159229749459031
509,1.018,1.017922213873479
510,1.02,1.0199214467973055
511,1.022,1.0219206736818598
512,1.024,1.0239198944915895
513,1.026,1.0259191091908229
514,1.028,1.0279183177436173
515,1.03,1.029917520113993
516,1.032,1.0319167162658671
517,1.034,1.0339159061628769
518,1.036,1.035915089768613
519,1.038,1.0379142670465773
520,1.04,1.0399134379599868
521,1.042,1.0419126024719976
522,1.044,1.043911760545694
523,1.046,1.045910912143871
524,1.048,1.0479100572292481
525,1.05,1.0499091957644884
526,1.052,1.0519083277119634
527,1.054,1.053907453033956
528,1.056,1.0559065716927016
529,1.058,1.057905683650149
530,1.06,1.0599047888681394
531,1.062,1.0619038873084776
532,1.064,1.0639029789326884
533,1.066,1.0659020637021708
534,1.068,1.067901141578294
535,1.07,1.069900212522158
536,1.072,1.071899276494717
537,1.074,1.0738983334569017
538,1.076,1.0758973833693841
539,1.078,1.0778964261926727
540,1.08,1.0798954618872547
541,1.082,1.0818944904133752
542,1.084,1.0838935117310917
543,1.086,1.085892525800447
544,1.088,1.0878915325812553
545,1.09,1.0898905320331247
546,1.092,1.0918895241156459
547,1.094,1.0938885087882029
548,1.096,1.0958874860099503
549,1.098,1.0978864557400267
550,1.1,1.09988541793738
551,1.102,1.1018843725607128
552,1.104,1.1038833195687057
553,1.106,1.1058822589198707
554,1.108,1.1078811905724533
555,1.11,1.109880114484676
556,1.112,1.1118790306146098
557,1.114,1.1138779389200448
558,1.116,1.1158768393587413
559,1.118,1.1178757318883257
560,1.12,1.1198746164661304
561,1.122,1.121873493049451
562,1.124,1.1238723615954658
563,1.1260000000000001,1.1258712220610512
564,1.1280000000000001,1.127870074403032
565,1.1300000000000001,1.1298689185781372
566,1.1320000000000001,1.131867754542784
567,1.1340000000000001,1.1338665822533265
568,1.1360000000000001,1.135865401666039
569,1.1380000000000001,1.1378642127368785
570,1.1400000000000001,1.1398630154217257
571,1.1420000000000001,1.141861809676395
572,1.1440000000000001,1.1438605954563854
573,1.1460000000000001,1.1458593727171005
574,1.1480000000000001,1.1478581414138906
575,1.1500000000000001,1.1498569015017956
576,1.1520000000000001,1.1518556529357402
577,1.154,1.1538543956706067
578,1.156,1.1558531296609738
579,1.158,1.1578518548612857
580,1.16,1.1598505712259526
581,1.162,1.1618492787090922
582,1.164,1.1638479772646637
583,1.166,1.1658466668466032
584,1.168,1.167845347408564
585,1.17,1.1698440189040218
586,1.172,1.1718426812864309
587,1.174,1.1738413345089815
588,1.176,1.1758399785246614
589,1.178,1.1778386132864418
590,1.18,1.1798372387470455
591,1.182,1.1818358548589731
592,1.184,1.1838344615747076
593,1.186,1.1858330588465045
594,1.188,1.187831646626373
595,1.19,1.1898302248663057
596,1.192,1.191828793518087
597,1.194,1.193827352533235
598,1.196,1.195825901863248
599,1.198,1.1978244414594361
600,1.2,1.1998229712728259
601,1.202,1.201821491254417
602,1.204,1.2038200013550442
603,1.206,1.2058185015252394
604,1.208,1.2078169917155024
605,1.21,1.2098154718761878
606,1.212,1.2118139419573333
607,1.214,1.2138124019089345
608,1.216,1.2158108516808634
609,1.218,1.2178092912226615
610,1.22,1.2198077204838187
611,1.222,1.221806139413719
612,1.224,1.223804547961409
613,1.226,1.225802946075869
614,1.228,1.2278013337059916
615,1.23,1.2297997108003287
616,1.232,1.2317980773073467
617,1.234,1.233796433175442
618,1.236,1.235794778352672
619,1.238,1.237793112786988
620,1.24,1.2397914364262872
621,1.242,1.241789749218129
622,1.244,1.2437880511099486
623,1.246,1.2457863420491375
624,1.248,1.247784621982758
625,1.25,1.2497828908577278
626,1.252,1.2517811486209278
627,1.254,1.2537793952189233
628,1.256,1.2557776305981112
629,1.258,1.2577758547048579
630,1.26,1.259774067485231
631,1.262,1.261772268885102
632,1.264,1.2637704588503231
633,1.266,1.265768637326459
634,1.268,1.2677668042588577
635,1.27,1.2697649595928489
636,1.272,1.2717631032734964
637,1.274,1.2737612352456216
638,1.276,1.2757593554540294
639,1.278,1.277757463843278
640,1.28,1.2797555603576631
641,1.282,1.281753644941458
642,1.284,1.2837517175387168
643,1.286,1.2857497780932046
644,1.288,1.2877478265486648
645,1.29,1.2897458628486402
646,1.292,1.2917438869363669
647,1.294,1.2937418987550515
648,1.296,1.2957398982477257
649,1.298,1.2977378853570942
650,1.3,1.2997358600258253
651,1.302,1.3017338221964345
652,1.304,1.303731771811095
653,1.306,1.3057297088119342
654,1.308,1.307727633140947
655,1.31,1.3097255447397764
656,1.312,1.311723443550003
657,1.314,1.3137213295130994
658,1.316,1.315719202570176
659,1.318,1.3177170626622663
660,1.32,1.3197149097303147
661,1.322,1.3217127437148992
662,1.324,1.3237105645565048
663,1.326,1.3257083721955427
664,1.328,1.3277061665720573
665,1.33,1.3297039476259829
666,1.332,1.3317017152971917
667,1.334,1.3336994695251974
668,1.336,1.3356972102493776
669,1.338,1.337694937409064
670,1.34,1.3396926509432376
671,1.342,1.341690350790719
672,1.344,1.3436880368902928
673,1.346,1.345685709180407
674,1.348,1.3476833675993238
675,1.35,1.3496810120852765
676,1.352,1.3516786425761793
677,1.354,1.3536762590097324
678,1.356,1.355673861323614
679,1.358,1.3576714494552025
680,1.36,1.3596690233416362
681,1.362,1.3616665829200352
682,1.364,1.3636641281272404
683,1.366,1.3656616588998258
684,1.368,1.3676591751743485
685,1.37,1.3696566768871088
686,1.372,1.371654163974117
687,1.374,1.3736516363713627
688,1.3760000000000001,1.3756490940146036
689,1.3780000000000001,1.3776465368392852
690,1.3800000000000001,1.379643964780827
691,1.3820000000000001,1.3816413777744418
692,1.3840000000000001,1.383638775755009
693,1.3860000000000001,1.3856361586573724
694,1.3880000000000001,1.3876335264161985
695,1.3900000000000001,1.3896308789657974
696,1.3920000000000001,1.3916282162404385
697,1.3940000000000001,1.3936255381742346
698,1.3960000000000001,1.3956228447009296
699,1.3980000000000001,1.3976201357542122
700,1.4000000000000001,1.3996174112676396
701,1.4020000000000001,1.4016146711743882
702,1.4040000000000001,1.4036119154075641
703,1.4060000000000001,1.405609143900165
704,1.408,1.4076063565847972
705,1.41,1.409603553393984
706,1.412,1.4116007342601564
707,1.414,1.413597899115355
708,1.416,1.4155950478915138
709,1.418,1.4175921805204943
710,1.42,1.4195892969337711
711,1.422,1.4215863970626874
712,1.424,1.4235834808385288
713,1.426,1.4255805481922026
714,1.428,1.42757759905446
715,1.43,1.429574633356008
716,1.432,1.4315716510271856
717,1.434,1.43356865199815
718,1.436,1.435565636199024
719,1.438,1.4375626035595777
720,1.44,1.4395595540093729
721,1.442,1.4415564874779425
722,1.444,1.4435534038944884
723,1.446,1.4455503031879735
724,1.448,1.4475471852873387
725,1.45,1.449544050121215
726,1.452,1.4515408976179656
727,1.454,1.4535377277059354
728,1.456,1.4555345403131814
729,1.458,1.4575313353674673
730,1.46,1.4595281127965363
731,1.462,1.4615248725278713
732,1.464,1.463521614488635
733,1.466,1.4655183386059645
734,1.468,1.4675150448067658
735,1.47,1.4695117330175993
736,1.472,1.4715084031649945
737,1.474,1.4735050551752769
738,1.476,1.4755016889744037
739,1.478,1.4774983044882926
740,1.48,1.4794949016426855
741,1.482,1.481491480362936
742,1.484,1.4834880405743491
743,1.486,1.4854845822020764
744,1.488,1.4874811051708698
745,1.49,1.489477609405416
746,1.492,1.4914740948302754
747,1.494,1.4934705613695958
748,1.496,1.4954670089474444
749,1.498,1.4974634374877833
750,1.5,1.499459846914159
751,1.502,1.5014562371500155
752,1.504,1.503452608118712
753,1.506,1.505448959743195
754,1.508,1.5074452919462815
755,1.51,1.5094416046507246
756,1.512,1.5114378977788678
757,1.514,1.513434171252902
758,1.516,1.515430424994966
759,1.518,1.5174266589268028
760,1.52,1.5194228729699748
761,1.522,1.5214190670460022
762,1.524,1.5234152410760269
763,1.526,1.5254113949809782
764,1.528,1.5274075286817559
765,1.53,1.5294036420988983
766,1.532,1.531399735152703
767,1.534,1.533395807763442
768,1.536,1.5353918598510512
769,1.538,1.5373878913351917
770,1.54,1.5393839021355065
771,1.542,1.5413798921713242
772,1.544,1.543375861361673
773,1.546,1.5453718096255582
774,1.548,1.5473677368817038
775,1.55,1.549363643048499
776,1.552,1.551359528044311
777,1.554,1.5533553917872536
778,1.556,1.5553512341950797
779,1.558,1.5573470551855135
780,1.56,1.559342854676055
781,1.562,1.5613386325838219
782,1.564,1.5633343888258908
783,1.566,1.5653301233191461
784,1.568,1.5673258359800668
785,1.57,1.5693215267250815
786,1.572,1.5713171954704526
787,1.574,1.573312842132022
788,1.576,1.5753084666255666
789,1.578,1.5773040688667235
790,1.58,1.5792996487706992
791,1.582,1.5812952062526144
792,1.584,1.5832907412274768
793,1.586,1.5852862536098564
794,1.588,1.5872817433142163
795,1.59,1.5892772102549289
796,1.592,1.591272654345928
797,1.594,1.5932680755010178
798,1.596,1.5952634736339295
799,1.598,1.5972588486579633
800,1.6,1.5992542004862598
801,1.602,1.6012495290319047
802,1.604,1.6032448342075636
803,1.606,1.6052401159257144
804,1.608,1.60723537409879
805,1.61,1.6092306086388222
806,1.612,1.6112258194576226
807,1.614,1.6132210064669672
808,1.616,1.6152161695782548
809,1.618,1.6172113087026274
810,1.62,1.6192064237512025
811,1.622,1.621201514634741
812,1.624,1.6231965812637172
813,1.6260000000000001,1.6251916235485828
814,1.6280000000000001,1.6271866413994613
815,1.6300000000000001,1.6291816347261574
816,1.6320000000000001,1.6311766034384525
817,1.6340000000000001,1.6331715474458313
818,1.6360000000000001,1.635166466657427
819,1.6380000000000001,1.6371613609823494
820,1.6400000000000001,1.6391562303294405
821,1.6420000000000001,1.641151074607163
822,1.6440000000000001,1.6431458937239474
823,1.6460000000000001,1.6451406875879915
824,1.6480000000000001,1.6471354561070868
825,1.6500000000000001,1.6491301991889837
826,1.6520000000000001,1.651124916741231
827,1.6540000000000001,1.6531196086709488
828,1.6560000000000001,1.6551142748852048
829,1.6580000000000001,1.6571089152908935
830,1.6600000000000001,1.6591035297944656
831,1.6620000000000001,1.6610981183023006
832,1.6640000000000001,1.6630926807206359
833,1.666,1.6650872169552526
834,1.668,1.6670817269118412
835,1.67,1.6690762104959749
836,1.672,1.6710706676127662
837,1.674,1.6730650981672146
838,1.676,1.6750595020642238
839,1.678,1.6770538792082401
840,1.68,1.6790482295035658
841,1.682,1.6810425528544317
842,1.684,1.6830368491646175
843,1.686,1.6850311183377287
844,1.688,1.6870253602773162
845,1.69,1.689019574886494
846,1.692,1.6910137620681691
847,1.694,1.6930079217252076
848,1.696,1.695002053760057
849,1.698,1.6969961580749247
850,1.7,1.698990234571985
851,1.702,1.7009842831530193
852,1.704,1.7029783037195334
853,1.706,1.7049722961730076
854,1.708,1.706966260414555
855,1.71,1.7089601963449792
856,1.712,1.71095410386506
857,1.714,1.712947982875243
858,1.716,1.714941833275627
859,1.718,1.7169356549662889
860,1.72,1.7189294478470007
861,1.722,1.7209232118171596
862,1.724,1.7229169467761327
863,1.726,1.7249106526230202
864,1.728,1.7269043292565145
865,1.73,1.7288979765752719
866,1.732,1.7308915944777141
867,1.734,1.73288518286183
868,1.736,1.7348787416255602
869,1.738,1.7368722706666453
870,1.74,1.7388657698823704
871,1.742,1.740859239169959
872,1.744,1.742852678426466
873,1.746,1.7448460875484744
874,1.748,1.7468394664324844
875,1.75,1.7488328149748606
876,1.752,1.750826133071486
877,1.754,1.752819420618137
878,1.756,1.7548126775104804
879,1.758,1.7568059036437005
880,1.76,1.7587990989128472
881,1.762,1.7607922632128832
882,1.764,1.7627853964382953
883,1.766,1.764778498483405
884,1.768,1.7667715692424673
885,1.77,1.7687646086092705
886,1.772,1.770757616477407
887,1.774,1.772750592740416
888,1.776,1.7747435372913907
889,1.778,1.7767364500231895
890,1.78,1.778729330828633
891,1.782,1.7807221796001176
892,1.784,1.7827149962297686
893,1.786,1.784707780609681
894,1.788,1.7867005326315537
895,1.79,1.7886932521867784
896,1.792,1.7906859391667191
897,1.794,1.7926785934623775
898,1.796,1.794671214964409
