theta0,a,loss
3.499999999999991,7.875,0.8237325795155915
3.499999999999991,7.871875,0.7078446745941758
3.499999999999991,7.86875,0.8841501701295865
3.499999999999991,7.8656250000000005,0.8436261015673161
3.499999999999991,7.862500000000001,0.7268443470003916
3.499999999999991,7.859375000000001,0.7459508647238542
3.499999999999991,7.856250000000001,0.7651755652783913
3.499999999999991,7.853125000000001,0.8637557860295418
3.499999999999991,7.850000000000001,0.9257882246902164
3.499999999999991,7.846875000000002,0.5957431007716929
3.499999999999991,7.843750000000002,0.6701365035740557
3.499999999999991,7.840625000000002,0.6889437943053753
3.499999999999991,7.837500000000002,0.9048280947295061
3.499999999999991,7.834375000000002,0.6514201564339505
3.499999999999991,7.8312500000000025,0.8040445531726507
3.499999999999991,7.828125000000003,0.6481799733674313
3.499999999999991,7.825000000000003,0.6305835029535792
3.499999999999991,7.821875000000003,0.6131048764033304
3.499999999999991,7.818750000000003,0.38052302324170373
3.499999999999991,7.815625000000003,0.5443521417541964
3.499999999999991,7.8125000000000036,0.5784974061894566
3.499999999999991,7.809375000000004,0.5274519210388308
3.499999999999991,7.806250000000004,0.5613672198003027
3.499999999999991,7.803125000000004,0.5106664306578287
3.499999999999991,7.800000000000004,0.4939956426114754
3.499999999999991,7.796875000000004,0.4774396046448119
3.499999999999991,7.793750000000005,0.46099842168366534
3.499999999999991,7.790625000000005,0.4446722459656986
3.499999999999991,7.787500000000005,0.4284612803701492
3.499999999999991,7.784375000000005,0.41236579933170403
3.499999999999991,7.781250000000005,0.39638619107122514
3.499999999999991,7.7781250000000055,0.7845336149780919
3.499999999999991,7.775000000000006,0.17182409809648796
3.499999999999991,7.771875000000006,0.34914973938222005
3.499999999999991,7.768750000000006,0.3336425824842105
3.499999999999991,7.765625000000006,0.3182580814980629
3.499999999999991,7.762500000000006,0.3029995236962266
3.499999999999991,7.759375000000007,0.27287910880384747
3.499999999999991,7.756250000000007,0.2878712866569169
3.499999999999991,7.753125000000007,0.25803042848511815
3.499999999999991,7.750000000000007,0.2433348216028107
3.499999999999991,7.746875000000007,0.2288045804728512
3.499999999999991,7.7437500000000075,0.2144554948677596
3.499999999999991,7.740625000000008,0.36477713274978124
3.499999999999991,7.737500000000008,0.18469576003010216
3.499999999999991,7.734375000000008,0.159210706065667
3.499999999999991,7.731250000000008,0.14690417074370143
3.499999999999991,7.728125000000008,0.13497239555749546
3.499999999999991,7.7250000000000085,0.123509223134233
3.499999999999991,7.721875000000009,0.11264357815974167
3.499999999999991,7.718750000000009,0.10255129592698918
3.499999999999991,7.715625000000009,0.09346832370285243
3.499999999999991,7.712500000000009,0.08570015031967591
3.499999999999991,7.709375000000009,-1.0
3.499999999999991,7.70625000000001,-1.0
3.499999999999991,7.70312500000001,-1.0
3.499999999999991,7.70000000000001,-1.0
3.499999999999991,7.69687500000001,-1.0
3.499999999999991,7.69375000000001,-1.0
3.499999999999991,7.6906250000000105,-1.0
3.499999999999991,7.687500000000011,-1.0
3.499999999999991,7.684375000000011,-1.0
3.499999999999991,7.681250000000011,-1.0
3.499999999999991,7.678125000000011,-1.0
3.499999999999991,7.675000000000011,0.0796150861747312
3.499999999999991,7.6718750000000115,-1.0
3.499999999999991,7.668750000000012,-1.0
3.499999999999991,7.665625000000012,-1.0
3.499999999999991,7.662500000000012,-1.0
3.499999999999991,7.659375000000012,-1.0
3.499999999999991,7.656250000000012,-1.0
3.499999999999991,7.653125000000013,-1.0
3.499999999999991,7.650000000000013,-1.0
3.499999999999991,7.646875000000013,-1.0
3.499999999999991,7.643750000000013,-1.0
3.499999999999991,7.640625000000013,-1.0
3.499999999999991,7.6375000000000135,-1.0
3.499999999999991,7.634375000000014,-1.0
3.499999999999991,7.631250000000014,-1.0
3.499999999999991,7.628125000000014,0.7222064349066801
3.497999999999991,7.875,0.9206093342067603
3.497999999999991,7.871875,0.8997144686161878
3.497999999999991,7.86875,0.8587743798192818
3.497999999999991,7.8656250000000005,0.838705618877689
3.497999999999991,7.862500000000001,0.879103681824074
3.497999999999991,7.859375000000001,0.818868195538816
3.497999999999991,7.856250000000001,0.7992316776818917
3.497999999999991,7.853125000000001,0.7797683368160178
3.497999999999991,7.850000000000001,0.7412723121357697
3.497999999999991,7.846875000000002,0.7604547946126303
3.497999999999991,7.843750000000002,-1.0
3.497999999999991,7.840625000000002,0.7032464347979955
3.497999999999991,7.837500000000002,0.6843847768343883
3.497999999999991,7.834375000000002,0.6656167046692659
3.497999999999991,7.8312500000000025,0.6469399654577476
3.497999999999991,7.828125000000003,0.6437827649929558
3.497999999999991,7.825000000000003,0.6262200920455341
3.497999999999991,7.821875000000003,0.608775025425035
3.497999999999991,7.818750000000003,0.5914465936911225
3.497999999999991,7.815625000000003,0.5742340448755263
3.497999999999991,7.8125000000000036,0.5571368210275451
3.497999999999991,7.809375000000004,0.5401545343688969
3.497999999999991,7.806250000000004,0.5232869433516506
3.497999999999991,7.803125000000004,0.5065339281933741
3.497999999999991,7.800000000000004,0.48989546661364
3.497999999999991,7.796875000000004,0.4733716119758276
3.497999999999991,7.793750000000005,0.4569624767085502
3.497999999999991,7.790625000000005,0.4406682250783986
3.497999999999991,7.787500000000005,0.42448907972965433
3.497999999999991,7.784375000000005,0.4084253461512158
3.497999999999991,7.781250000000005,0.3924774584831265
3.497999999999991,7.7781250000000055,0.37664604871665325
3.497999999999991,7.775000000000006,0.36093203979695576
3.497999999999991,7.771875000000006,0.34533676239944355
3.497999999999991,7.768750000000006,0.3298620951700454
3.497999999999991,7.765625000000006,0.3145106296557955
3.497999999999991,7.762500000000006,0.29928586418698777
3.497999999999991,7.759375000000007,0.28419243545541034
3.497999999999991,7.756250000000007,0.269236402224638
3.497999999999991,7.753125000000007,0.25442560364205496
3.497999999999991,7.750000000000007,0.23977012430800956
3.497999999999991,7.746875000000007,0.22528291241532675
3.497999999999991,7.7437500000000075,0.2109806169874848
3.497999999999991,7.740625000000008,0.18151983729853344
3.497999999999991,7.737500000000008,0.16869729669876565
3.497999999999991,7.734375000000008,0.15614322253061347
3.497999999999991,7.731250000000008,0.14390990684024457
3.497999999999991,7.728125000000008,0.13207029245434437
3.497999999999991,7.7250000000000085,0.12072516319195094
3.497999999999991,7.721875000000009,0.11001297688406461
3.497999999999991,7.718750000000009,0.10012231811682139
3.497999999999991,7.715625000000009,0.09130505527766429
3.497999999999991,7.712500000000009,0.08388367122216757
3.497999999999991,7.709375000000009,-1.0
3.497999999999991,7.70625000000001,0.07823826136955665
3.497999999999991,7.70312500000001,-1.0
3.497999999999991,7.70000000000001,-1.0
3.497999999999991,7.69687500000001,-1.0
3.497999999999991,7.69375000000001,-1.0
3.497999999999991,7.6906250000000105,-1.0
3.497999999999991,7.687500000000011,-1.0
3.497999999999991,7.684375000000011,-1.0
3.497999999999991,7.681250000000011,-1.0
3.497999999999991,7.678125000000011,-1.0
3.497999999999991,7.675000000000011,-1.0
3.497999999999991,7.6718750000000115,-1.0
3.497999999999991,7.668750000000012,-1.0
3.497999999999991,7.665625000000012,-1.0
3.497999999999991,7.662500000000012,-1.0
3.497999999999991,7.659375000000012,-1.0
3.497999999999991,7.656250000000012,-1.0
3.497999999999991,7.653125000000013,-1.0
3.497999999999991,7.650000000000013,-1.0
3.497999999999991,7.646875000000013,-1.0
3.497999999999991,7.643750000000013,-1.0
3.497999999999991,7.640625000000013,-1.0
3.497999999999991,7.6375000000000135,-1.0
3.497999999999991,7.634375000000014,-1.0
3.497999999999991,7.631250000000014,-1.0
3.497999999999991,7.628125000000014,-1.0
3.495999999999991,7.875,0.9154443687806687
3.495999999999991,7.871875,0.894615410651982
3.495999999999991,7.86875,0.8740716477568217
3.495999999999991,7.8656250000000005,0.8538068609432382
3.495999999999991,7.862500000000001,0.8337982682213265
3.495999999999991,7.859375000000001,0.8140161801856532
3.495999999999991,7.856250000000001,0.7944304973730212
3.495999999999991,7.853125000000001,0.7750142090376517
3.495999999999991,7.850000000000001,0.75574476180644
3.495999999999991,7.846875000000002,0.7366042043963544
3.495999999999991,7.843750000000002,0.7175787757959329
3.495999999999991,7.840625000000002,0.6986583391278229
3.495999999999991,7.837500000000002,0.6798358616615022
3.495999999999991,7.834375000000002,0.6611070200464945
3.495999999999991,7.8312500000000025,0.6424699432264541
3.495999999999991,7.828125000000003,0.639393414050658
3.495999999999991,7.825000000000003,0.6218644880099958
3.495999999999991,7.821875000000003,0.6044529315608913
3.495999999999991,7.818750000000003,0.5871577944009052
3.495999999999991,7.815625000000003,0.5699783422539787
3.495999999999991,7.8125000000000036,0.5529140319486088
3.495999999999991,7.809375000000004,0.535964487796251
3.495999999999991,7.806250000000004,0.5191294778371108
3.495999999999991,7.803125000000004,0.5024088898160807
3.495999999999991,7.800000000000004,0.4858027078295948
3.495999999999991,7.796875000000004,0.46931099185142144
3.495999999999991,7.793750000000005,0.4529338632820796
3.495999999999991,7.790625000000005,0.43667150039661157
3.495999999999991,7.787500000000005,0.4205241480984851
3.495999999999991,7.784375000000005,0.4044921458790736
3.495999999999991,7.781250000000005,0.38857597723661097
3.495999999999991,7.7781250000000055,0.37277634230289086
3.495999999999991,7.775000000000006,0.34153115943934814
3.495999999999991,7.771875000000006,0.35709425426308344
3.495999999999991,7.768750000000006,0.326089081287508
3.495999999999991,7.765625000000006,0.31077079009559094
3.495999999999991,7.762500000000006,0.295580003694335
3.495999999999991,7.759375000000007,0.26560205958959326
3.495999999999991,7.756250000000007,0.2508295558518977
3.495999999999991,7.753125000000007,0.28052162889549803
3.495999999999991,7.750000000000007,0.2362147387237928
3.495999999999991,7.746875000000007,0.07697519391166091
3.495999999999991,7.7437500000000075,0.19136367357603265
3.495999999999991,7.740625000000008,0.17835273114948064
3.495999999999991,7.737500000000008,0.16558145687561632
3.495999999999991,7.734375000000008,0.15308954116121778
3.495999999999991,7.731250000000008,0.14093324863985363
3.495999999999991,7.728125000000008,0.1291909511742116
3.495999999999991,7.7250000000000085,0.11797092427854176
3.495999999999991,7.721875000000009,0.10742189060315936
3.495999999999991,7.718750000000009,0.0892118060459345
3.495999999999991,7.715625000000009,0.09774603273097464
3.495999999999991,7.712500000000009,0.08215840201578935
3.495999999999991,7.709375000000009,0.22177125090153416
3.495999999999991,7.70625000000001,-1.0
3.495999999999991,7.70312500000001,-1.0
3.495999999999991,7.70000000000001,-1.0
3.495999999999991,7.69687500000001,-1.0
3.495999999999991,7.69375000000001,-1.0
3.495999999999991,7.6906250000000105,-1.0
3.495999999999991,7.687500000000011,-1.0
3.495999999999991,7.684375000000011,-1.0
3.495999999999991,7.681250000000011,-1.0
3.495999999999991,7.678125000000011,-1.0
3.495999999999991,7.675000000000011,-1.0
3.495999999999991,7.6718750000000115,-1.0
3.495999999999991,7.668750000000012,-1.0
3.495999999999991,7.665625000000012,-1.0
3.495999999999991,7.662500000000012,-1.0
3.495999999999991,7.659375000000012,-1.0
3.495999999999991,7.656250000000012,-1.0
3.495999999999991,7.653125000000013,-1.0
3.495999999999991,7.650000000000013,0.8289039206315004
3.495999999999991,7.646875000000013,-1.0
3.495999999999991,7.643750000000013,-1.0
3.495999999999991,7.640625000000013,-1.0
3.495999999999991,7.6375000000000135,-1.0
3.495999999999991,7.634375000000014,-1.0
3.495999999999991,7.631250000000014,-1.0
3.495999999999991,7.628125000000014,-1.0
3.4939999999999913,7.875,0.9102935013099641
3.4939999999999913,7.871875,0.8895309505025547
3.4939999999999913,7.86875,0.8690540018065133
3.4939999999999913,7.8656250000000005,0.8488531143370505
3.4939999999999913,7.862500000000001,0.8091764116094499
3.4939999999999913,7.859375000000001,0.6001385864382444
3.4939999999999913,7.856250000000001,0.7896409071682359
3.4939999999999913,7.853125000000001,0.7702711457673653
3.4939999999999913,7.850000000000001,0.7510453990320392
3.4939999999999913,7.846875000000002,0.731946488729571
3.4939999999999913,7.843750000000002,0.7129613287601466
3.4939999999999913,7.840625000000002,0.6940803553855939
3.4939999999999913,7.837500000000002,0.67529702264623
3.4939999999999913,7.834375000000002,0.6566074271885343
3.4939999999999913,7.8312500000000025,0.6380100687367809
3.4939999999999913,7.828125000000003,0.43268206932078324
3.4939999999999913,7.825000000000003,0.617516682712887
3.4939999999999913,7.821875000000003,-1.0
3.4939999999999913,7.818750000000003,0.5828766943170565
3.4939999999999913,7.815625000000003,0.5657302895937071
3.4939999999999913,7.8125000000000036,0.5486988438001709
3.4939999999999913,7.809375000000004,0.5317819933547048
3.4939999999999913,7.806250000000004,0.5149795160741358
3.4939999999999913,7.803125000000004,0.49829130759131723
3.4939999999999913,7.800000000000004,0.48171735906852325
3.4939999999999913,7.796875000000004,0.4652577381846614
3.4939999999999913,7.793750000000005,0.4489125768233715
3.4939999999999913,7.790625000000005,0.41656648536181895
3.4939999999999913,7.787500000000005,0.2182697655157666
3.4939999999999913,7.784375000000005,0.40056620146304917
3.4939999999999913,7.781250000000005,0.38468175392733595
3.4939999999999913,7.7781250000000055,0.368913914886834
3.4939999999999913,7.775000000000006,0.3532637920833038
3.4939999999999913,7.771875000000006,0.33773295237199047
3.4939999999999913,7.768750000000006,0.32232356973273213
3.4939999999999913,7.765625000000006,0.30703860021141344
3.4939999999999913,7.762500000000006,0.2918819900928558
3.4939999999999913,7.759375000000007,0.2768589280481046
3.4939999999999913,7.756250000000007,0.26197615893205944
3.4939999999999913,7.753125000000007,0.08719322981445674
3.4939999999999913,7.750000000000007,0.2326687946076498
3.4939999999999913,7.746875000000007,0.6350119126571604
3.4939999999999913,7.7437500000000075,0.1881607696792547
3.4939999999999913,7.740625000000008,0.17519489365065813
3.4939999999999913,7.737500000000008,0.1624771581899553
3.4939999999999913,7.734375000000008,0.15005042236661983
3.4939999999999913,7.731250000000008,0.13797521625763573
3.4939999999999913,7.728125000000008,0.12633576572068259
3.4939999999999913,7.7250000000000085,0.11524843329734863
3.4939999999999913,7.721875000000009,0.10487298247652664
3.4939999999999913,7.718750000000009,0.09542605058805333
3.4939999999999913,7.715625000000009,0.24724238534399456
3.4939999999999913,7.712500000000009,0.08052975263944262
3.4939999999999913,7.709375000000009,0.07583105923243423
3.4939999999999913,7.70625000000001,-1.0
3.4939999999999913,7.70312500000001,-1.0
3.4939999999999913,7.70000000000001,-1.0
3.4939999999999913,7.69687500000001,-1.0
3.4939999999999913,7.69375000000001,-1.0
3.4939999999999913,7.6906250000000105,-1.0
3.4939999999999913,7.687500000000011,-1.0
3.4939999999999913,7.684375000000011,-1.0
3.4939999999999913,7.681250000000011,-1.0
3.4939999999999913,7.678125000000011,-1.0
3.4939999999999913,7.675000000000011,-1.0
3.4939999999999913,7.6718750000000115,-1.0
3.4939999999999913,7.668750000000012,-1.0
3.4939999999999913,7.665625000000012,-1.0
3.4939999999999913,7.662500000000012,-1.0
3.4939999999999913,7.659375000000012,-1.0
3.4939999999999913,7.656250000000012,-1.0
3.4939999999999913,7.653125000000013,-1.0
3.4939999999999913,7.650000000000013,-1.0
3.4939999999999913,7.646875000000013,-1.0
3.4939999999999913,7.643750000000013,-1.0
3.4939999999999913,7.640625000000013,-1.0
3.4939999999999913,7.6375000000000135,-1.0
3.4939999999999913,7.634375000000014,-1.0
3.4939999999999913,7.631250000000014,-1.0
3.4939999999999913,7.628125000000014,-1.0
3.491999999999991,7.875,0.9051568782681613
3.491999999999991,7.871875,0.8844610980362796
3.491999999999991,7.86875,0.8640506659218491
3.491999999999991,7.8656250000000005,0.8240224461999193
3.491999999999991,7.862500000000001,0.8439130196213518
3.491999999999991,7.859375000000001,0.8043487692049284
3.491999999999991,7.856250000000001,0.7848628041786005
3.491999999999991,7.853125000000001,0.7655390635091268
3.491999999999991,7.850000000000001,0.7463566403065602
3.491999999999991,7.846875000000002,0.7272991137959299
3.491999999999991,7.843750000000002,0.7083540537699606
3.491999999999991,7.840625000000002,0.6895124519264216
3.491999999999991,7.837500000000002,0.6707682338581111
3.491999999999991,7.834375000000002,0.6521179035003116
3.491999999999991,7.8312500000000025,0.6335603205769395
3.491999999999991,7.828125000000003,0.6306382528187245
3.491999999999991,7.825000000000003,0.6131766679627695
3.491999999999991,7.821875000000003,0.5958319816641369
