epsilon,radius of the balloon,x of cone,height of cone
0.9868818679824471,2.779112032701169,2.7426552741646253,11.77641299398457
0.9771053334698081,3.381259022081012,3.3038462243182645,10.604168056633558
0.9569599619135261,4.11331314513517,3.936275990706959,8.973747194794122
0.9039264773018658,5.022450308907609,4.539925815154523,6.434290066509123
0.0299127213365864,6.122831760301824,0.18315056023670923,0.00016387785680984195
