s,P
4.086,-0.08808130966773807
4.087,-0.08815710157939936
4.088,-0.08823288793627171
4.089,-0.08830866874717266
4.09,-0.08838444402091984
4.091,-0.08846021376633094
4.0920000000000005,-0.08853597799222353
4.093,-0.08861173670741519
4.094,-0.08868748992072362
4.095,-0.08876323764096643
4.096,-0.08883897987696122
4.097,-0.08891471663752563
4.098,-0.08899044793147724
4.099,-0.08906617376763376
4.1,-0.0891418941548127
4.101,-0.08921760910183181
4.102,-0.08929331861750864
4.103,-0.08936902271066079
4.104,-0.08944472139010594
4.105,-0.08952041466466168
4.106,-0.08959610254314561
4.107,-0.08967178503437542
4.108,-0.08974746214716868
4.109,-0.08982313389034305
4.11,-0.08989880027271611
4.111,-0.0899744613031055
4.112,-0.09005011699032887
4.113,-0.0901257673432038
4.114,-0.09020141237054798
4.115,-0.09027705208117895
4.116,-0.09035268648391437
4.117,-0.09042831558757189
4.118,-0.09050393940096907
4.119,-0.0905795579329236
4.12,-0.0906551711922531
4.121,-0.09073077918777511
4.122,-0.09080638192830735
4.123,-0.0908819794226674
4.124,-0.09095757167965296
4.125,-0.09103315870644003
4.126,-0.09110874050740735
4.127,-0.09118431708665661
4.128,-0.0912598884482895
4.1290000000000004,-0.09133545459640766
4.13,-0.09141101553511284
4.131,-0.09148657126850665
4.132,-0.09156212180069088
4.133,-0.09163766713576717
4.134,-0.09171320727783713
4.135,-0.09178874223100257
4.136,-0.0918642719993651
4.1370000000000005,-0.09193979658702638
4.138,-0.09201531599808818
4.139,-0.0920908302366521
4.14,-0.0921663393068199
4.141,-0.09224184321269324
4.142,-0.09231734195837375
4.143,-0.09239283554796322
4.144,-0.09246832398556322
4.1450000000000005,-0.09254380727527554
4.146,-0.09261928542120183
4.147,-0.09269475842744372
4.148,-0.09277022629810298
4.149,-0.09284568903728126
4.15,-0.09292114664908019
4.151,-0.09299659913760155
4.152,-0.09307204650694698
4.1530000000000005,-0.09314748876121817
4.154,-0.0932229259045168
4.155,-0.09329835794094453
4.156,-0.09337378487460311
4.157,-0.09344920670959415
4.158,-0.09352462345001944
4.159,-0.09360003509998056
4.16,-0.09367544166357925
4.1610000000000005,-0.09375084314491719
4.162,-0.09382623954809602
4.163,-0.0939016308772175
4.164,-0.09397701713638329
4.165,-0.09405239832969502
4.166,-0.09412777446125446
4.167,-0.09420314553516326
4.168,-0.09427851155552305
4.1690000000000005,-0.09435387252643561
4.17,-0.09442922845200255
4.171,-0.09450457933632563
4.172,-0.09457992518350647
4.173,-0.0946552659975906
4.174,-0.09473060177098884
4.175,-0.0948059324702864
4.176,-0.09488125805859483
4.1770000000000005,-0.09495657849902557
4.178,-0.09503189375469004
4.179,-0.09510720378869979
4.18,-0.09518250856416625
4.181,-0.09525780804420084
4.182,-0.09533310219191511
4.183,-0.09540839097042046
4.184,-0.09548367434282841
4.1850000000000005,-0.09555895227225043
4.186,-0.09563422472179792
4.187,-0.09570949165458241
4.188,-0.09578475303371534
4.189,-0.0958600088223082
4.19,-0.09593525898347247
4.191,-0.09601050348031955
4.192,-0.09608574227596096
4.1930000000000005,-0.09616097533350815
4.194,-0.09623620261607262
4.195,-0.09631142408676581
4.196,-0.09638663970869916
4.197,-0.09646184944498423
4.198,-0.09653705325873241
4.199,-0.09661225111305516
4.2,-0.09668744297106399
4.2010000000000005,-0.09676262879587033
4.202,-0.0968378085505857
4.203,-0.09691298219832155
4.204,-0.09698814970218929
4.205,-0.09706331102530048
4.206,-0.09713846613076647
4.207,-0.09721361498169888
4.208,-0.09728875754120907
4.2090000000000005,-0.09736389377240852
4.21,-0.09743902363840873
4.211,-0.09751414710232116
4.212,-0.09758926412725721
4.213,-0.09766437467632848
4.214,-0.0977394787126463
4.215,-0.09781457619932224
4.216,-0.09788966709946774
4.2170000000000005,-0.09796475137619423
4.218,-0.09803982899261322
4.219,-0.09811489991183614
4.22,-0.09818996409697453
4.221,-0.0982650215111398
4.222,-0.09834007211743352
4.223,-0.09841511586889186
4.224,-0.09849015268951104
4.225,-0.09856518249808159
4.226,-0.09864020521339394
4.227,-0.09871522075423847
4.228,-0.09879022903940571
4.229,-0.09886522998768604
4.23,-0.09894022351786992
4.231,-0.09901520954874783
4.232,-0.09909018799911015
4.233,-0.09916515878774741
4.234,-0.09924012183345
4.235,-0.09931507705500835
4.236,-0.09939002437121294
4.237,-0.09946496370085418
4.238,-0.09953989496272257
4.239,-0.09961481807560853
4.24,-0.09968973295830244
4.241,-0.09976463952959486
4.242,-0.09983953770827617
4.243,-0.09991442741313677
4.244,-0.0999893085629672
4.245,-0.10006418107655782
4.246,-0.10013904487269915
4.247,-0.1002138998701816
4.248,-0.10028874598779558
4.249,-0.10036358314433162
4.25,-0.10043841125858005
4.251,-0.10051323024933144
4.252,-0.10058804003537614
4.253,-0.1006628405355046
4.2540000000000004,-0.10073763166850734
4.255,-0.10081241335317474
4.256,-0.10088718550829726
4.257,-0.10096194805266534
4.258,-0.10103670090506942
4.259,-0.10111144398429998
4.26,-0.10118617720914744
4.261,-0.10126090049840222
4.2620000000000005,-0.10133561377085482
4.263,-0.1014103169452956
4.264,-0.10148500994051513
4.265,-0.10155969267530375
4.266,-0.10163436506845192
4.267,-0.10170902703875012
4.268,-0.10178367850498876
4.269,-0.10185831938595832
4.2700000000000005,-0.10193294960044925
4.271,-0.10200756906725199
4.272,-0.10208217771411912
4.273,-0.10215677550273211
4.274,-0.10223136240280023
4.275,-0.10230593838403285
4.276,-0.10238050341613922
4.277,-0.10245505746882873
4.2780000000000005,-0.10252960051181068
4.279,-0.10260413251479432
4.28,-0.10267865344748907
4.281,-0.10275316327960415
4.282,-0.10282766198084894
4.283,-0.10290214952093275
4.284,-0.10297662586956484
4.285,-0.10305109099645463
4.2860000000000005,-0.10312554487131133
4.287,-0.10319998746384429
4.288,-0.10327441874376286
4.289,-0.1033488386807763
4.29,-0.10342324724459401
4.291,-0.10349764440492523
4.292,-0.10357203013147927
4.293,-0.10364640439396551
4.2940000000000005,-0.1037207671620932
4.295,-0.10379511840557172
4.296,-0.10386945809411037
4.297,-0.10394378619741841
4.298,-0.10401810268520523
4.299,-0.10409240752718008
4.3,-0.10416670069305234
4.301,-0.1042409821525313
4.3020000000000005,-0.10431525187532623
4.303,-0.10438950983114653
4.304,-0.10446375598970147
4.305,-0.10453799032070034
4.306,-0.10461221279385252
4.307,-0.10468642337886726
4.308,-0.10476062204545394
4.309,-0.10483480876332185
4.3100000000000005,-0.10490898350218025
4.311,-0.10498314623173856
4.312,-0.105057296921706
4.313,-0.105131435541792
4.314,-0.10520556206170575
4.315,-0.10527967645115661
4.316,-0.10535377867985395
4.317,-0.10542786871750703
4.3180000000000005,-0.10550194653382516
4.319,-0.1055760120985177
4.32,-0.10565006538129393
4.321,-0.10572410635238612
4.322,-0.10579813498463538
4.323,-0.10587215125169448
4.324,-0.10594615512721679
4.325,-0.10602014658485537
4.3260000000000005,-0.1060941255982635
4.327,-0.10616809214109435
4.328,-0.10624204618700106
4.329,-0.10631598770963688
4.33,-0.10638991668265499
4.331,-0.10646383307970851
4.332,-0.10653773687445074
4.333,-0.10661162804053478
4.3340000000000005,-0.10668550655161392
4.335,-0.10675937238134126
4.336,-0.10683322550337
4.337,-0.10690706589135339
4.338,-0.10698089351894455
4.339,-0.10705470835979673
4.34,-0.1071285103875631
4.341,-0.10720229957589682
4.3420000000000005,-0.10727607589845115
4.343,-0.10734983932887918
4.344,-0.10742358984083422
4.345,-0.10749732740796937
4.346,-0.10757105200393784
4.347,-0.10764476360239285
4.348,-0.10771846217698758
4.349,-0.10779214770137517
4.3500000000000005,-0.1078658201492089
4.351,-0.10793947949414187
4.352,-0.10801312570982735
4.353,-0.10808675876991852
4.354,-0.1081603786480685
4.355,-0.10823398531793055
4.356,-0.10830757875315783
4.357,-0.10838115892740355
4.358,-0.10845472581432089
4.359,-0.10852827938756303
4.36,-0.10860181962078319
4.361,-0.10867534648763455
4.362,-0.10874885996177025
4.363,-0.10882236001684356
4.364,-0.10889584662650761
4.365,-0.10896931976441565
4.366,-0.10904277940422083
4.367,-0.10911622551957632
4.368,-0.10918965808413537
4.369,-0.10926307707155111
4.37,-0.10933648245889449
4.371,-0.10940987424584822
4.372,-0.10948325244127932
4.373,-0.10955661705408136
4.374,-0.10962996809314776
4.375,-0.10970330556737208
4.376,-0.10977662948564781
4.377,-0.1098499398568684
4.378,-0.1099232366899274
4.3790000000000004,-0.1099965199937183
4.38,-0.11006978977713454
4.381,-0.1101430460490697
4.382,-0.11021628881841716
4.383,-0.11028951809407059
4.384,-0.11036273388492333
4.385,-0.11043593619986894
4.386,-0.11050912504780096
4.3870000000000005,-0.11058230043761277
4.388,-0.110655462378198
4.389,-0.11072861087845008
4.39,-0.11080174594726247
4.391,-0.11087486759352874
4.392,-0.11094797582614238
4.393,-0.11102107065399683
4.394,-0.11109415208598562
4.3950000000000005,-0.11116722013100223
4.396,-0.11124027479794023
4.397,-0.11131331609569305
4.398,-0.11138634403315416
4.399,-0.11145935861921713
4.4,-0.1115323598627754
4.401,-0.11160534777272252
4.402,-0.11167832235795197
4.4030000000000005,-0.11175128362735717
4.404,-0.11182423158983176
4.405,-0.11189716625426913
4.406,-0.11197008762956279
4.407,-0.11204299572460626
4.408,-0.11211589054829302
4.409,-0.11218877210951661
4.41,-0.11226164041717049
4.4110000000000005,-0.11233449548014814
4.412,-0.11240733730734309
4.413,-0.11248016590764882
4.414,-0.11255298128995886
4.415,-0.11262578346316666
4.416,-0.11269857243616573
4.417,-0.11277134821784959
4.418,-0.11284411081711171
4.4190000000000005,-0.1129168602461154
4.42,-0.11298959654614588
4.421,-0.11306231977376878
4.422,-0.11313502998568489
4.423,-0.11320772723859493
4.424,-0.1132804115891995
4.425,-0.11335308309419949
4.426,-0.11342574181029551
4.4270000000000005,-0.11349838779418833
4.428,-0.11357102110257865
4.429,-0.11364364179216715
4.43,-0.11371624991965464
4.431,-0.11378884554174176
4.432,-0.1138614287151293
4.433,-0.11393399949651795
4.434,-0.11400655794260839
4.4350000000000005,-0.11407910411010141
4.436,-0.11415163805569771
4.437,-0.11422415983609796
4.438,-0.11429666950800295
4.439,-0.11436916712811335
4.44,-0.11444165275312992
4.441,-0.11451412643975338
4.442,-0.11458658824468439
4.4430000000000005,-0.11465903822462374
4.444,-0.11473147643627211
4.445,-0.11480390293633028
4.446,-0.1148763177814989
4.447,-0.11494872102847871
4.448,-0.11502111273397046
4.449,-0.11509349295467483
4.45,-0.11516586174729258
4.4510000000000005,-0.11523821916852442
4.452,-0.11531056527507103
4.453,-0.1153829001236332
4.454,-0.11545522377091161
4.455,-0.11552753627360694
4.456,-0.11559983768842001
4.457,-0.11567212807205145
4.458,-0.11574440748120204
4.4590000000000005,-0.1158166759725725
4.46,-0.11588893360286348
4.461,-0.1159611804287758
4.462,-0.11603341650701009
4.463,-0.11610564189426716
4.464,-0.11617785664724765
4.465,-0.11625006082265231
4.466,-0.11632225447718189
4.4670000000000005,-0.11639443766753708
4.468,-0.11646661044863006
4.469,-0.11653877285338415
4.47,-0.11661092489994591
4.471,-0.11668306660618792
4.472,-0.11675519798998257
4.473,-0.11682731906920232
4.474,-0.11689942986171968
4.4750000000000005,-0.11697153038540709
4.476,-0.11704362065813703
4.477,-0.11711570069778196
4.478,-0.11718777052221432
4.479,-0.11725983014930663
4.48,-0.11733187959693135
4.481,-0.11740391888296087
4.482,-0.11747594802526776
4.483,-0.11754796704172438
4.484,-0.1176199759502033
4.485,-0.11769197476857694
4.486,-0.11776396351471774
4.487,-0.1178359422064982
4.488,-0.11790791086179077
4.489,-0.11797986949846793
4.49,-0.11805181813440217
4.491,-0.11812375678746588
4.492,-0.11819568547553161
4.493,-0.11826760421647176
4.494,-0.11833951302815884
4.495,-0.11841141192846533
4.496,-0.1184833009352636
4.497,-0.11855518006642626
4.498,-0.11862704933982568
4.499,-0.11869890877333432
4.5,-0.11877075838482469
4.501,-0.11884259819216922
4.502,-0.11891442821324043
4.503,-0.11898624846591074
4.5040000000000004,-0.1190580589680526
4.505,-0.11912985973753855
4.506,-0.11920165079224096
4.507,-0.11927343215003239
4.508,-0.11934520382878527
4.509,-0.11941696584637201
4.51,-0.11948871822066517
4.511,-0.11956046096953715
4.5120000000000005,-0.11963219411086044
4.513,-0.11970391766250751
4.514,-0.1197756316423508
4.515,-0.11984733606826284
4.516,-0.11991903095811605
4.517,-0.11999071632862711
4.518,-0.12006239217611982
4.519,-0.12013405847946551
4.5200000000000005,-0.12020571521697263
4.521,-0.12027736236694943
4.522,-0.12034899990770422
4.523,-0.12042062781754542
4.524,-0.12049224607478125
4.525,-0.12056385465772015
4.526,-0.12063545354467038
4.527,-0.12070704271394027
4.5280000000000005,-0.1207786221438382
4.529,-0.12085019181267245
4.53,-0.12092175169875133
4.531,-0.12099330178038326
4.532,-0.12106484203587647
4.533,-0.12113637244353936
4.534,-0.12120789298168025
4.535,-0.12127940362860742
4.5360000000000005,-0.12135090436262927
4.537,-0.12142239516205404
4.538,-0.12149387600519017
4.539,-0.12156534687034593
4.54,-0.12163680773582962
4.541,-0.12170825857994962
4.542,-0.12177969938101427
4.543,-0.12185113011733181
4.5440000000000005,-0.12192255076721069
4.545,-0.12199396130895912
4.546,-0.12206536172088556
4.547,-0.12213675198129825
4.548,-0.12220813206850552
4.549,-0.12227950196081575
4.55,-0.1223508616365372
4.551,-0.1224222110739783
4.5520000000000005,-0.12249355025144729
4.553,-0.1225648791472525
4.554,-0.12263619773970234
4.555,-0.12270750600710506
4.556,-0.12277880392776905
4.557,-0.12285009148000259
4.558,-0.12292136864211402
4.559,-0.1229926353924117
4.5600000000000005,-0.12306389170920394
4.561,-0.12313513757079902
4.562,-0.12320637295550539
4.563,-0.12327759784163125
4.564,-0.12334881220748502
4.565,-0.12342001603137501
4.566,-0.12349120929116467
4.567,-0.12356239195276174
4.5680000000000005,-0.12363356396907293
4.569,-0.1237047252923509
4.57,-0.12377587587484812
4.571,-0.1238470156688171
4.572,-0.12391814462651048
4.573,-0.12398926270018078
4.574,-0.12406036984208045
4.575,-0.12413146600446215
4.5760000000000005,-0.12420255113957838
4.577,-0.1242736251996817
4.578,-0.12434468813702465
4.579,-0.12441573990385975
4.58,-0.12448678045243958
4.581,-0.12455780973501665
4.582,-0.12462882770384354
4.583,-0.12469983431117279
4.5840000000000005,-0.12477082950925691
4.585,-0.1248418132503485
4.586,-0.12491278548670007
4.587,-0.12498374617056414
4.588,-0.1250546952541933
4.589,-0.12512563268984006
4.59,-0.12519655842975705
4.591,-0.1252674724261967
4.5920000000000005,-0.12533837463141162
4.593,-0.12540926499765434
4.594,-0.12548014347717737
4.595,-0.12555101002223337
4.596,-0.12562186458507474
4.597,-0.1256927071179541
4.598,-0.125763537573124
4.599,-0.12583435590283698
4.6000000000000005,-0.12590516205934557
4.601,-0.12597595599490233
4.602,-0.12604673766175978
4.603,-0.1261175070121705
4.604,-0.126188263998387
4.605,-0.12625900857266184
4.606,-0.1263297406872476
4.607,-0.12640046029439672
4.6080000000000005,-0.1264711673463619
4.609,-0.12654186179539556
4.61,-0.1266125435937503
4.611,-0.12668321269367863
4.612,-0.12675386904743313
4.613,-0.12682451260726635
4.614,-0.12689514332543084
4.615,-0.12696576115450986
4.616,-0.1270363660619599
4.617,-0.12710695803581326
4.618,-0.12717753706561058
4.619,-0.1272481031408929
4.62,-0.12731865625120103
4.621,-0.12738919638607588
4.622,-0.12745972353505847
4.623,-0.1275302376876896
4.624,-0.12760073883351022
4.625,-0.12767122696206123
4.626,-0.1277417020628835
4.627,-0.12781216412551788
4.628,-0.12788261313950544
4.6290000000000004,-0.12795304909438696
4.63,-0.12802347197970346
4.631,-0.12809388178499567
4.632,-0.12816427849980455
4.633,-0.12823466211367113
4.634,-0.1283050326161362
4.635,-0.12837538999674072
4.636,-0.1284457342450256
4.6370000000000005,-0.1285160653505316
4.638,-0.12858638330279978
4.639,-0.12865668809137104
4.64,-0.12872697970578625
4.641,-0.1287972581355863
4.642,-0.12886752337031201
4.643,-0.12893777539950452
4.644,-0.12900801421270452
4.6450000000000005,-0.12907823979945302
4.646,-0.1291484521492909
4.647,-0.12921865125175902
4.648,-0.12928883709639832
4.649,-0.12935900967274977
4.65,-0.12942916897035417
4.651,-0.1294993149787525
4.652,-0.12956944768748552
4.6530000000000005,-0.1296395670860944
4.654,-0.1297096731641198
4.655,-0.12977976591110277
4.656,-0.12984984531658414
4.657,-0.12991991137010486
4.658,-0.12998996406120567
4.659,-0.13006000337942777
4.66,-0.13013002931431186
4.6610000000000005,-0.13020004185539893
4.662,-0.13027004099222983
4.663,-0.13034002671434539
4.664,-0.13040999901147585
4.665,-0.13047995789001496
4.666,-0.1305499033858201
4.667,-0.13061983553776133
4.668,-0.13068975438470862
4.6690000000000005,-0.1307596599655322
4.67,-0.1308295523191021
4.671,-0.13089943148428837
4.672,-0.13096929749996106
4.673,-0.13103915040499015
4.674,-0.13110899023824588
4.675,-0.13117881703859824
4.676,-0.1312486308449173
4.6770000000000005,-0.13131843169607313
4.678,-0.1313882196309357
4.679,-0.1314579946883752
4.68,-0.13152775690726173
4.681,-0.13159750632646525
4.682,-0.13166724298485585
4.683,-0.13173696692130357
4.684,-0.1318066781746786
4.6850000000000005,-0.1318763767838509
4.686,-0.13194606278769058
4.687,-0.13201573622506768
4.688,-0.1320853971348523
4.689,-0.13215504555591434
4.69,-0.13222468152712413
4.691,-0.13229430508735163
4.692,-0.13236391627546687
4.6930000000000005,-0.13243351513033996
4.694,-0.13250310169084084
4.695,-0.1325726759958398
4.696,-0.1326422380842068
4.697,-0.13271178799481187
4.698,-0.1327813257665251
4.699,-0.13285085143821648
4.7,-0.13292036504875626
4.7010000000000005,-0.1329898666370144
4.702,-0.13305935624186097
4.703,-0.13312883390216607
4.704,-0.1331982996567996
4.705,-0.13326775354463188
4.706,-0.13333719560453286
4.707,-0.13340662587537258
4.708,-0.13347604439602115
4.7090000000000005,-0.13354545120534855
4.71,-0.133614846342225
4.711,-0.1336842298455205
4.712,-0.13375360175410508
4.713,-0.13382296210684122
4.714,-0.1338923109408142
4.715,-0.13396164828906165
4.716,-0.1340309741840608
4.7170000000000005,-0.13410028865828857
4.718,-0.13416959174422194
4.719,-0.13423888347433796
4.72,-0.1343081638811136
4.721,-0.13437743299702598
4.722,-0.13444669085455213
4.723,-0.13451593748616897
4.724,-0.13458517292435354
4.7250000000000005,-0.13465439720158284
4.726,-0.134723610350334
4.727,-0.134792812403084
4.728,-0.1348620033923098
4.729,-0.13493118335048848
4.73,-0.13500035231009694
4.731,-0.1350695103036124
4.732,-0.13513865736351177
4.7330000000000005,-0.13520779352227205
4.734,-0.1352769188123703
4.735,-0.13534603326628347
4.736,-0.13541513691648874
4.737,-0.13548422979546298
4.738,-0.13555331193568326
4.739,-0.13562238336962665
4.74,-0.13569144412977
4.741,-0.13576049424859057
4.742,-0.1358295337585652
4.743,-0.13589856269217104
4.744,-0.13596758108188503
4.745,-0.13603658896018417
4.746,-0.13610558635954548
4.747,-0.13617457331244606
4.748,-0.13624354985136286
4.749,-0.136312516008773
4.75,-0.13638147181715338
4.751,-0.13645041730898103
4.752,-0.13651935251673306
4.753,-0.13658827747288643
4.7540000000000004,-0.13665719220991818
4.755,-0.13672609676030528
4.756,-0.1367949911565248
4.757,-0.13686387543105374
4.758,-0.1369327496163692
4.759,-0.1370016137449481
4.76,-0.1370704678492675
4.761,-0.13713931196180432
4.7620000000000005,-0.13720814611502388
4.763,-0.1372769703260051
4.764,-0.13734578456623192
4.765,-0.13741458879878204
4.766,-0.13748338298673293
4.767,-0.13755216709316254
4.768,-0.13762094108114828
4.769,-0.13768970491376786
4.7700000000000005,-0.13775845855409896
4.771,-0.13782720196521916
4.772,-0.13789593511020626
4.773,-0.1379646579521378
4.774,-0.13803337045409148
4.775,-0.13810207257914486
4.776,-0.1381707642903757
4.777,-0.13823944555086154
4.7780000000000005,-0.13830811632368015
4.779,-0.13837677657190914
4.78,-0.13844542625862613
4.781,-0.13851406534690885
4.782,-0.13858269379983476
4.783,-0.13865131158048177
4.784,-0.13871991865192734
4.785,-0.13878851497724926
4.7860000000000005,-0.13885710051952502
4.787,-0.13892567524183239
4.788,-0.138994239107249
4.789,-0.13906279207885247
4.79,-0.13913133411972053
4.791,-0.13919986519293076
4.792,-0.1392683852615607
4.793,-0.13933689428868828
4.7940000000000005,-0.13940539223739096
4.795,-0.13947387907074646
4.796,-0.13954235475183235
4.797,-0.1396108192437263
4.798,-0.13967927250950604
4.799,-0.13974771451224918
4.8,-0.1398161452150334
4.801,-0.1398845645809363
4.8020000000000005,-0.1399529725730355
4.803,-0.14002136915440871
4.804,-0.1400897542881336
4.805,-0.1401581279372878
4.806,-0.14022649006494894
4.807,-0.14029484063419473
4.808,-0.14036317960810266
4.809,-0.1404315069497506
4.8100000000000005,-0.14049982262221608
4.811,-0.14056812658857679
4.812,-0.14063641880669694
4.813,-0.14070469921415354
4.814,-0.14077296774358944
4.815,-0.1408412243276474
4.816,-0.1409094688989702
4.817,-0.1409777013902007
4.8180000000000005,-0.1410459217339816
4.819,-0.1411141298629558
4.82,-0.14118232570976613
4.821,-0.14125050920705529
4.822,-0.14131868028746616
4.823,-0.14138683888364148
4.824,-0.14145498492822417
4.825,-0.14152311835385692
4.8260000000000005,-0.14159123909318258
4.827,-0.14165934707884398
4.828,-0.14172744224348385
4.829,-0.14179552451974506
4.83,-0.1418635938402704
4.831,-0.1419316501377027
4.832,-0.14199969334468468
4.833,-0.1420677233938592
4.8340000000000005,-0.14213574021786907
4.835,-0.1422037437493571
4.836,-0.1422717339209661
4.837,-0.14233971066533885
4.838,-0.14240767391511816
4.839,-0.14247562360294674
4.84,-0.1425435596614676
4.841,-0.1426114820233234
4.8420000000000005,-0.142679390621157
4.843,-0.1427472853876112
4.844,-0.14281516625532867
4.845,-0.14288303315695242
4.846,-0.14295088602512518
4.847,-0.14301872479248973
4.848,-0.14308654939168888
4.849,-0.14315435975536536
4.8500000000000005,-0.14322215581616213
4.851,-0.14328993750672195
4.852,-0.14335770475968757
4.853,-0.1434254575077018
4.854,-0.14349319568340743
4.855,-0.14356091921944733
4.856,-0.1436286280484643
4.857,-0.14369632210310107
4.8580000000000005,-0.14376400131600053
4.859,-0.14383166561980537
4.86,-0.14389931494715855
4.861,-0.14396694923572162
4.862,-0.1440345684488997
4.863,-0.14410217255832938
4.864,-0.14416976153565095
4.865,-0.1442373353525045
4.866,-0.1443048939805305
4.867,-0.1443724373913691
4.868,-0.14443996555666055
4.869,-0.14450747844804512
4.87,-0.14457497603716302
4.871,-0.14464245829565459
4.872,-0.14470992519516002
4.873,-0.14477737670731958
4.874,-0.14484481280377354
4.875,-0.14491223345616205
4.876,-0.1449796386361255
4.877,-0.14504702831530408
4.878,-0.14511440246533808
4.8790000000000004,-0.1451817610578677
4.88,-0.14524910406453315
4.881,-0.14531643145697484
4.882,-0.1453837432068329
4.883,-0.14545103928574762
4.884,-0.14551831966535925
4.885,-0.145585584317308
4.886,-0.14565283321323422
4.8870000000000005,-0.1457200663247781
4.888,-0.1457872836235799
4.889,-0.14585448508127988
4.89,-0.1459216706695182
4.891,-0.14598884035993526
4.892,-0.14605599412417128
4.893,-0.14612313193386645
4.894,-0.14619025376066108
4.8950000000000005,-0.14625735957619543
4.896,-0.14632444935210961
4.897,-0.14639152306004408
4.898,-0.14645858067163897
4.899,-0.1465256221585346
4.9,-0.14659264749237116
4.901,-0.14665965664478886
4.902,-0.1467266495874281
4.9030000000000005,-0.14679362629192905
4.904,-0.14686058672993196
4.905,-0.1469275308730771
4.906,-0.14699445869300465
4.907,-0.14706137016135498
4.908,-0.1471282652497683
4.909,-0.14719514392988484
4.91,-0.147262006176315
4.9110000000000005,-0.1473288519838962
4.912,-0.14739568135589862
4.913,-0.14746249429562017
4.914,-0.14752929080635882
4.915,-0.1475960708914126
4.916,-0.14766283455407944
4.917,-0.14772958179765747
4.918,-0.14779631262544454
4.9190000000000005,-0.1478630270407387
4.92,-0.14792972504683796
4.921,-0.14799640664704022
4.922,-0.14806307184464357
4.923,-0.148129720642946
4.924,-0.14819635304524545
4.925,-0.1482629690548399
4.926,-0.14832956867502742
4.9270000000000005,-0.14839615190910582
4.928,-0.14846271876037337
4.929,-0.14852926923212784
4.93,-0.1485958033276673
4.931,-0.14866232105028976
4.932,-0.1487288224032931
4.933,-0.14879530738997546
4.934,-0.14886177601363476
4.9350000000000005,-0.14892822827756902
4.936,-0.1489946641850762
4.937,-0.14906108373945423
4.938,-0.14912748694400124
4.939,-0.14919387380201515
4.94,-0.14926024431679397
4.941,-0.14932659849163563
4.942,-0.14939293632983813
4.9430000000000005,-0.14945925783469954
4.944,-0.14952556300951783
4.945,-0.14959185185759094
4.946,-0.14965812438221693
4.947,-0.14972438058669363
4.948,-0.14979062047431924
4.949,-0.14985684404839164
4.95,-0.14992305131220887
4.9510000000000005,-0.1499892422690689
4.952,-0.1500554169222696
4.953,-0.1501215752751092
4.954,-0.15018771733088554
4.955,-0.1502538430928966
4.956,-0.15031995256444045
4.957,-0.15038604574881503
4.958,-0.15045212264931826
4.9590000000000005,-0.15051818327203545
4.96,-0.15058422764865453
4.961,-0.1506502558246388
4.962,-0.1507162678455843
4.963,-0.1507822637570871
4.964,-0.15084824360474322
4.965,-0.15091420743414877
4.966,-0.1509801552908997
4.9670000000000005,-0.15104608722059218
4.968,-0.151112003268822
4.969,-0.1511779034811855
4.97,-0.1512437879032786
4.971,-0.15130965658069734
4.972,-0.15137550955903778
4.973,-0.15144134688389588
4.974,-0.15150716860086785
4.9750000000000005,-0.15157297475554962
4.976,-0.15163876539353727
4.977,-0.15170454056042687
4.978,-0.15177030030181432
4.979,-0.15183604466329587
4.98,-0.15190177369046745
4.981,-0.15196748742892516
4.982,-0.15203318592426499
4.9830000000000005,-0.15209886922208293
4.984,-0.1521645373679752
4.985,-0.15223019040753769
4.986,-0.15229582838636652
4.987,-0.15236145135005774
4.988,-0.1524270593442074
4.989,-0.15249265241441137
4.99,-0.15255823060626597
4.9910000000000005,-0.15262379396536707
4.992,-0.15268934253731078
4.993,-0.15275487636769314
4.994,-0.1528203955021101
4.995,-0.15288589998615787
4.996,-0.15295138986543236
4.997,-0.1530168651855297
4.998,-0.1530823259920459
4.999,-0.15314777233057694
5.0,-0.153213204246719
5.001,-0.15327862178606805
5.002,-0.15334402499422012
5.003,-0.1534094139167713
5.0040000000000004,-0.15347478859931754
5.005,-0.15354014908745497
5.006,-0.15360549542677968
5.007,-0.15367082766288762
5.008,-0.15373614584191111
5.009,-0.15380145001680406
5.01,-0.15386674024521768
5.011,-0.15393201658489594
5.0120000000000005,-0.15399727909358268
5.013,-0.15406252782902186
5.014,-0.15412776284895735
5.015,-0.15419298421113317
5.016,-0.15425819197329316
5.017,-0.15432338619318134
5.018,-0.15438856692854147
5.019,-0.1544537342371176
5.0200000000000005,-0.1545188881766536
5.021,-0.15458402880489347
5.022,-0.15464915617958105
5.023,-0.1547142703584603
5.024,-0.1547793713992751
5.025,-0.15484445935976937
5.026,-0.1549095342976871
5.027,-0.15497459627077223
5.0280000000000005,-0.1550396453367686
5.029,-0.15510468155342017
5.03,-0.15516970497847077
5.031,-0.15523471566966446
5.032,-0.15529971368474513
5.033,-0.15536469908145673
5.034,-0.15542967191754306
5.035,-0.15549463225074808
5.0360000000000005,-0.15555958013881582
5.037,-0.15562451563949012
5.038,-0.15568943881051492
5.039,-0.15575434970963417
5.04,-0.15581924839459166
5.041,-0.15588413492313147
5.042,-0.1559490093529975
5.043,-0.1560138717419336
5.0440000000000005,-0.15607872214768373
5.045,-0.15614356062799184
5.046,-0.15620838724060176
5.047,-0.1562732020432575
5.048,-0.15633800509370302
5.049,-0.15640279644968214
